rcsb_id,entry.id,struct.title,exptl.method,exptl_crystal_grow.crystal_id,exptl_crystal_grow.method,exptl_crystal_grow.pH,exptl_crystal_grow.temp,exptl_crystal_grow.pdbx_details,exptl_crystal.density_Matthews,exptl_crystal.density_percent_sol,exptl_crystal_grow.pdbx_details_extracted.pH,exptl_crystal_grow.pdbx_details_extracted.temperature,exptl_crystal_grow.pdbx_details_extracted.method,exptl_crystal_grow.pdbx_details_extracted.reagents,exptl_crystal_grow.pdbx_details_refined
5K28,5K28,Structure of the unbound SH3 domain of MLK3,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.4,298.0,1.4M NaMalonate pH 6.4,2.67,53.91,6.4,0,HANGING DROP,{'NaMalonate': '1.4M'},"{
  ""pH"": 6.4,
  ""temperature"": 0,
  ""reagents"": {
    ""NaMalonate"": ""1.4M""
  },
  ""method"": ""HANGING DROP""
}
																		"
1OT3,1OT3,Crystal structure of Drosophila deoxyribonucleotide kinase complexed with the substrate deoxythymidine,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.5,287.0,"ammonium sulfate, MPEG5000, PEG400, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 287K",3.03,59.14,6.5,287,"VAPOR DIFFUSION, HANGING DROP","{'ammonium sulfate': None, 'MPEG5000': None, 'PEG400': None}","{
  ""pH"": 6.5,
  ""temperature"": 287,
  ""reagents"": {
    ""HEPES"": null,
    ""ammonium sulfate"": null,
    ""MPEG5000"": null,
    ""PEG400"": null
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
2VP6,2VP6,Structural Studies of Nucleoside Analog and Feedback Inhibitor Binding to Drosophila Melanogaster Multisubstrate Deoxyribonucleoside Kinase,X-RAY DIFFRACTION,1.0,,6.5,,pH 6.5,3.1,52.76,6.5,0,HANGING DROP,{},"{
  ""pH"": 6.5,
  ""temperature"": 0,
  ""reagents"": {
    ""HEPES"": ""0.1M"",
    ""ammonium sulfate"": ""0.4M"",
    ""PEG400"": ""20%""
  },
  ""method"": ""HANGING DROP""
}
																		"
2Y7J,2Y7J,"Structure of human phosphorylase kinase, gamma 2",X-RAY DIFFRACTION,1.0,,,,25% PEG 3350; 0.1 M BIS-TRIS 5.5,1.95,36.99,7,280,HANGING DROP,"{'BIS-TRIS': '0.1M', 'PEG 3350': '25%'}","{
  ""pH"": 7,
  ""temperature"": 280,
  ""reagents"": {
    ""BIS-TRIS"": ""0.1M"",
    ""PEG 3350"": ""25%""
  },
  ""method"": ""HANGING DROP""
}
  															   "
3LMI,3LMI,Crystal Structure of the Inactive Alpha-kinase Domain of Myosin Heavy Chain Kinase A (D766A) complex with ATP,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.5,277.0,"20% PEG 3350, 0.2M potassium phosphate, 0.1M Tris-HCl, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K",2.24,45.11,7.5,277,"VAPOR DIFFUSION, HANGING DROP","{'PEG 3350': '20%', 'potassium phosphate': '0.2M', 'Tris-HCl': '0.1M'}","{
  ""pH"": 7.5,
  ""temperature"": 277,
  ""reagents"": {
    ""PEG 3350"": ""20%"",
    ""potassium phosphate"": ""0.2M"",
    ""Tris-HCl"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
              						"
3ZE3,3ZE3,Crystal structure of the integral membrane diacylglycerol kinase - delta7,X-RAY DIFFRACTION,1.0,LIPIDIC CUBIC PHASE,5.6,277.0,"3-5 %(V/V) 2-METHYL-2, 4-PENTANEDIOL, 0.1 M SODIUM CHLORIDE, 0.06 M MAGNESIUM ACETATE, 0.1 M SODIUM CITRATE/HCL PH 5.6. CRYSTALLIZED USING THE IN MESO (LIPIDIC CUBIC PHASE) METHOD AT 4 DEGREE CELSIUS WITH THE 7.8 MONOACYLGLYCEROL (7.8 MAG) AS THE HOSTING LIPID.",3.95,68.86,5.6,4,MESO (LIPOIDIC CUBIC PHASE) METHOD,"{'2-METHYL-2,4-PENTANEDIOL': '3-5 %(V/V)', 'SODIUM CHLORIDE': '0.1 M', 'MAGNESIUM ACETATE': '0.06 M', 'SODIUM CITRATE/HCL': '0.1 M'}","{
}
  																		"
8YHW,8YHW,The Crystal Structure of NF-kB-inducing Kinase (NIK) from Biortus,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",,293.0,"0.1M MMT pH9.0, 25% PEG1500",2.67,53.94,9.0,298,"VAPOR DIFFUSION, HANGING DROP","{'MMT': '0.1M', 'PEG1500': '25%'}","{
  ""pH"": 9,
  ""temperature"": 298,
  ""reagents"": {
    ""MMT"": ""0.1M"",
    ""PEG1500"": ""25%""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  												   			"
7N0E,7N0E,Co-complex of the histidine kinase region of RetS and the dimerization and histidine phosphotransfer domain of GacS,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,295.15,"0.2 M lithium sulfate, 0.1 M tris pH 8.5, 30% PEG 3350",3.02,59.34,8.5,293,HANGING DROP,"{'lithium sulfate': '0.2M', 'tris': '0.1M', 'PEG 3350': '30%'}","{
  ""pH"": 8.5,
  ""temperature"": 293,
  ""reagents"": {
    ""lithium sulfate"": ""0.2M"",
    ""tris"": ""0.1M"",
    ""PEG 3350"": ""30%""
  },
  ""method"": ""HANGING DROP""
}
													  					"
2QG5,2QG5,Cryptosporidium parvum calcium dependent protein kinase cgd7_1840,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,298.0,"2.5M Na formate, 0.2M Bis Tris propane pH7, VAPOR DIFFUSION, HANGING DROP, temperature 298K",2.55,51.81,7,298,"VAPOR DIFFUSION, HANGING DROP","{'Bis Tris Propane pH7': '0.2M', 'Na formate': '2.5M'}","{
  ""pH"": 7,
  ""temperature"": 298,
  ""reagents"": {
    ""Bis Tris Propane pH7"": ""0.2M"",
    ""Na formate"": ""2.5M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  			  					  	 	  	"
1I59,1I59,STRUCTURE OF THE HISTIDINE KINASE CHEA ATP-BINDING DOMAIN IN COMPLEX WITH ADPNP AND MAGENSIUM,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",5.0,293.0,"PEG 8000 33-36% Ammonium acetate 0.8 M sodium acetate 0.085 M  pH 4.5. VAPOR DIFFUSION, HANGING DROP at 293 K",2.01,38.88,4.5,293,"VAPOR DIFFUSION, HANGING DROP","{'PEG 8000': '33-36%', 'Ammonium acetate': '0.8 M', 'sodium acetate': '0.085 M'}","{
    ""pH"": 4.5,
    ""temperature"": 293,
    ""reagents"": {
        ""PEG 8000"": ""33-36%"",
        ""Ammonium acetate"": ""0.8 M"",
        ""sodium acetate"": ""0.085 M""
    },
    ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
"
3OZ6,3OZ6,"Crystal structure of MapK from Cryptosporidium Parvum, cgd2_1960",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.5,293.0,"20% PEG 3350 
0.1 M MgAcetate 
4 mM AMPPNP 
4 mM MGCl2 
4 mM TCEP, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",2.28,46.08,7.5,293,"VAPOR DIFFUSION, SITTING DROP","{'PEG 3350': '20%', 'MgAcetate': '0.1 M', 'AMPPNP': '4 mM', 'MGCl2': '4 mM', 'TCEP': '4 mM'}","{
  ""pH"": 7.5,
  ""temperature"": 293,
  ""reagents"": {
    ""PEG 3350"": ""20%"",
    ""MgAcetate"": ""0.1 M"",
    ""AMPPNP"": ""4 mM"",
    ""MGCl2"": ""4 mM"",
    ""TCEP"": ""4 mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
																	  	"
4I5S,4I5S,Structure and function of sensor histidine kinase,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",8.0,298.0,"2.3-2.9M SODIUM FORMATE, 3% PEG 4000, PH 7.6-8.6, VAPOR DIFFUSION, HANGING DROP, TEMPERATURE 298K",4.09,69.93,7.6,278.15,"VAPOR DIFFUSION, HANGING DROP","{'SODIUM FORMATE': '2.3-2.9M', 'PEG 4000': '3%'}","{
  ""pH"": 7.6,
  ""temperature"": 278.15,
  ""reagents"": {
    ""SODIUM FORMATE"": ""2.3-2.9M"",
    ""PEG 4000"": ""3%""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
																				"
8SOA,8SOA,Phosphoinositide phosphate 3 kinase gamma bound with ATP,ELECTRON MICROSCOPY,,,,,,,,null,null,null,null,null
1RL9,1RL9,Crystal structure of Creatine-ADP arginine kinase ternary complex,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.5,298.0,"PEG 6000, magnesium chloride, ATP, Creatine, HEPES, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",2.23,44.76,7.5,298,"VAPOR DIFFUSION, HANGING DROP","{'PEG 6000': '6% (w/v)', 'MgCl2': '1.5M', 'ATP': '10 mM', 'Creatine': '50 mg/ml', 'HEPES': '0.1 M'}","{
  ""pH"": 7.5,
  ""temperature"": 298,
  ""reagents"": {
    ""PEG 6000"": ""6% (w/v)"",
    ""MgCl2"": ""1.5M"",
    ""ATP"": ""10 mM"",
    ""Creatine"": ""50 mg/ml"",
    ""HEPES"": ""0.1 M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  "
5YH0,5YH0,The structure of DrFam20C1,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.0,290.0,"0.2 M Ammonium citrate tribasic pH 7.0, 0.1 M Imidazole pH 7.0, 18% w/v Polyethylene glycol monomethyl ether 2,000",2.22,44.61,7.0,293,HANGING DROP,"{'HEPES': '0.1M', 'Imidazole': '0.1M'}","{
    ""pH"": 7.0,
    ""temperature"": 293,
    ""reagents"": {
      ""HEPES"": ""0.1M"",
      ""Imidazole"": ""0.1M""
    },
    ""method"": ""HANGING DROP""
  }
																			"
1JAM,1JAM,Crystal structure of apo-form of Z. Mays CK2 protein kinase alpha subunit,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",8.5,287.0,"30% PEG 4000, 200 mM sodium acetate, 100 mM Tris-HCl, pH 8.5, VAPOR DIFFUSION, SITTING DROP, temperature 287K",2.34,47.37,8.5,287,"VAPOR DIFFUSION, SITTING DROP","{'PEG 4000': '30%', 'sodium acetate': '200 mM', 'Tris-HCl': '100 mM'}","{
  ""pH"": 8.5,
  ""temperature"": 287,
  ""reagents"": {
    ""PEG 4000"": ""30%"",
    ""sodium acetate"": ""200 mM"",
    ""Tris-HCl"": ""100 mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
											  							"
2QKR,2QKR,Cryptosporidium parvum cyclin-dependent kinase cgd5_2510 with indirubin 3'-monoxime bound,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.5,298.0,"8% PEG 20000, 16% Glycerol, 0.1 M MES pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",2.86,57.05,6.5,298,"VAPOR DIFFUSION, HANGING DROP","{'PEG 20000': '8%', 'Glycerol': '16%', 'MES pH 6.5': '0.1 M'}","{
  ""pH"": 6.5,
  ""temperature"": 298,
  ""reagents"": {
    ""PEG 20000"": ""8%"",
    ""Glycerol"": ""16%"",
    ""MES pH 6.5"": ""0.1 M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
"
5VO2,5VO2,DLK in complex with inhibitor 5-(1-isopropyl-5-(1-(oxetan-3-yl)piperidin-4-yl)-1H-pyrazol-3-yl)-3-(trifluoromethyl)pyridin-2-amine (compound 7),X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.7,293.0,"20% PEG 3350, 0.2 M Mg Acetate, 0.1 M Hepes pH 7.7",1.93,36.31,7.7,277,MICROBATCH,"{'PEG 3350': '20%', 'Mg Acetate': '0.2M', 'HEPES': '0.1M'}","{
  ""pH"": 7.7,
  ""temperature"": 277,
  ""reagents"": {
    ""PEG 3350"": ""20%"",
    ""Mg Acetate"": ""0.2M"",
    ""HEPES"": ""0.1M""
  },
  ""method"": ""MICROBATCH""
}
  					  						  	 	"
1Q24,1Q24,PKA double mutant model of PKB in complex with MgATP,X-RAY DIFFRACTION,1.0,,6.4,277.16,"Mes-Bistris, LiCl, DTT, Mega8, PKI, ATP, MgCl, , pH 6.4, VAPOR DIFFUSION, HANGING DROP, temperature 277.16K, pH 6.40",2.59,52.43,6.4,277.16,"Vapor Diffusion, Hanging Drop",null,"{
  ""pH"": 6.4,
  ""temperature"": 277.16,
  ""method"": ""Vapor Diffusion, Hanging Drop""
}
																			"
6CQ7,6CQ7,The SH3 domain of MLK3 in complex with poly-proline peptide derived from Htt,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,298.0,"0.5 M Ammonium Sulphate
0.1 M Sodium Citrate pH 5.6
1.1 M Lithium Sulphate",4.35,71.74,5.6,280,HANGING DROP,"{'Ammonium Sulphate': '0.5 M', 'Sodium Citrate': '0.1 M', 'Lithium Sulphate': '1.1 M'}","{
  ""pH"": 5.6,
  ""temperature"": 280,
  ""reagents"": {
    ""Ammonium Sulphate"": ""0.5 M"",
    ""Sodium Citrate"": ""0.1 M"",
    ""Lithium Sulphate"": ""1.1 M""
  },
  ""method"": ""HANGING DROP""
}
  																		"
2GNJ,2GNJ,PKA three fold mutant model of Rho-kinase with Y-27632,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.5,278.0,"LiCl, MesBisTris, EDTA, DTT, Mega8, Methanol, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 278K",2.55,51.83,6.5,278,"VAPOR DIFFUSION, HANGING DROP","{'LiCl': '1M', 'MesBisTris': '0.1M', 'EDTA': '1M', 'DTT': '10 mM', 'Mega8': '0.2M', 'Methanol': '100% (v/v)'}","{
    ""pH"": 6.5,
    ""temperature"": 278,
    ""reagents"": {
        ""LiCl"": ""1M"",
        ""MesBisTris"": ""0.1M"",
        ""EDTA"": ""1M"",
        ""DTT"": ""10 mM"",
        ""Mega8"": ""0.2M"",
        ""Methanol"": ""100% (v/v)""
    },
    ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
4GKI,4GKI,"Crystal structure of the aminoglycoside phosphotransferase APH(3')-Ia, with substrate kanamycin and small molecule inhibitor 1-NM-PP1",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",4.5,298.0,"0.1 M SODIUM ACETATE, 8% PEG3350, 3% DMSO, 2 MM KANAMYCIN, 3 mM 1-NM-PP1, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",2.3,46.48,4.5,298,HANGING DROP,"{'0.1 M SODIUM ACETATE': None, '8% PEG3350': None, '3% DMSO': None, '2 MM KANAMYCIN': None, '3 mM 1-NM-PP1': None}","{
  ""pH"": 4.5,
  ""temperature"": 298,
  ""reagents"": {
    ""0.1 M SODIUM ACETATE"": null,
    ""8% PEG3350"": null,
    ""3% DMSO"": null,
    ""2 MM KANAMYCIN"": null,
    ""3 mM 1-NM-PP1"": null
  },
  ""method"": ""HANGING DROP""
}
  																		"
1PKY,1PKY,PYRUVATE KINASE FROM E. COLI IN THE T-STATE,X-RAY DIFFRACTION,,,,,,2.84,56.74,null,null,null,null,null
1SZM,1SZM,DUAL BINDING MODE OF BISINDOLYLMALEIMIDE 2 TO PROTEIN KINASE A (PKA),X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.4,278.0,"LiCl, MesBisTris, methanol, MEGA-8, PKI(5-24), pH 6.4, VAPOR DIFFUSION, HANGING DROP, temperature 278K",2.85,56.5,6.4,278,"VAPOR DIFFUSION, HANGING DROP","{'LiCl': '10 mM', 'MesBisTris': '100 mM', 'methanol': '80% (v/v)', 'MEGA-8': '2 mM', 'PKI(5-24)': '10 mM'}","{
  ""pH"": 6.4,
  ""temperature"": 278,
  ""reagents"": {
    ""LiCl"": ""10 mM"",
    ""MesBisTris"": ""100 mM"",
    ""methanol"": ""80% (v/v)"",
    ""MEGA-8"": ""0.2 mM"",
    ""PKI(5-24)"": ""10 mM""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  			  													"
3FHR,3FHR,High resolution crystal structure of mitogen-activated protein kinase-activated protein kinase 3 (MK3)-inhibitor complex,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",5.0,296.0,"10%-15% PEG 3350, 100mM BisTris propane/citric acid, pH 5.0, VAPOR DIFFUSION, SITTING DROP, temperature 296K",2.38,48.28,5.0,296,"VAPOR DIFFUSION, SITTING DROP","{'PEG 3350': '10%-15%', 'BisTris propane/citric acid': '100mM'}","{
  ""pH"": 5.0,
  ""temperature"": 296,
  ""reagents"": {
    ""PEG 3350"": ""10%-15%"",
    ""BisTris propane/citric acid"": ""100mM""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
    																"
3FXW,3FXW,High resolution crystal structure of mitogen-activated protein kinase-activated protein kinase 3/inhibitor 2 complex,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",5.0,296.0,"10-21% PEG 3350, 0.1M BisTris-propane/citric acid, pH 5.0, VAPOR DIFFUSION, SITTING DROP, temperature 296K",2.44,49.57,5.0,296,"VAPOR DIFFUSION, SITTING DROP","{'PEG 3350': '10-21% (w/v)', 'BisTris-propane/citric acid': '0.1M'}","{
  ""pH"": 5.0,
  ""temperature"": 296,
  ""reagents"": {
    ""PEG 3350"": ""10-21% (w/v)"",
    ""BisTris-propane/citric acid"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, SITTING DROP""
}
"
7JUR,7JUR,"Crystal Structure of KSR2:MEK1 in complex with AMP-PNP, and allosteric MEK inhibitor Trametinib",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.5,293.0,"12% PEG-3350, 100 mM MES pH
6.25, 200 mM Magnesium Acetate",4.73,73.98,6.25,200,MICROBATCH,"{'PEG-3350': '12%', 'MgAcetate': '200 mM', 'MES': '100 mM'}","{
    ""pH"": 6.25,
    ""temperature"": 200,
    ""reagents"": {
        ""PEG-3350"": ""12%"",
        ""MgAcetate"": ""200 mM"",
        ""MES"": ""100 mM""
    },
    ""method"": ""MICROBATCH""
}
  					  						  	  "
7JUU,7JUU,"Crystal Structure of KSR2:MEK1 in complex with AMP-PNP, and allosteric MEK inhibitor PD0325901",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",,293.0,"PEG 2000, MES, pH 6.5, Magnesium acetate",3.76,67.25,6.5,0,HANGING DROP,"{'PEG 2000': '100% (w/w)', 'MES': '100 mM', 'Magnesium acetate': '50 mM'}","{
  ""pH"": 6.5,
  ""temperature"": 0,
  ""reagents"": {
    ""PEG 2000"": ""100% (w/w)"",
    ""MES"": ""100 mM"",
    ""Magnesium acetate"": ""50 mM""
  },
  ""method"": ""HANGING DROP""
}
  "
5AJQ,5AJQ,Human LOK (STK10) in complex with Bosutinib,X-RAY DIFFRACTION,1.0,,8.1,,"0.1M TRIS PH 8.1, 0.1M MAGNESIUM CHLORIDE, 30%(W/V) PEG 10000",2.34,47.5,8.1,293,HANGING DROP,"{'TRIS': '0.1M', 'MAGNESIUM CHLORIDE': '30% (w/v)', 'PEG 10000': '30% (w/v)'}","{
  ""pH"": 8.1,
  ""temperature"": 293,
  ""reagents"": {
    ""TRIS"": ""0.1M"",
    ""MAGNESIUM CHLORIDE"": ""30% (w/v)"",
    ""PEG 10000"": ""0.3 g/10 mL""
  },
  ""method"": ""HANGING DROP""
}
  "
5J1V,5J1V,"Crystal structure of human CLK1 in complex with pyrido[3,4-g]quinazoline derivative ZW29 (compound 13)",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",,277.15,"30% 1,2-propanediol, 10% glycerol and 50 mM Na/K phosphate pH 7.2",2.45,49.86,7.2,277,HANGING DROP,"{'1,2-propanoliol': '30%', 'glycerol': '10%', 'Na/K phosphate': '50 mM'}","{
  ""pH"": 7.2,
  ""temperature"": 277,
  ""reagents"": {
    ""1,2-propanoliol"": ""30%"",
    ""glycerol"": ""10%"",
    ""Na/K phosphate"": ""50 mM""
  },
  ""method"": ""HANGING DROP""
}
"
5J1W,5J1W,"Crystal structure of human CLK1 in complex with pyrido[3,4-g]quinazoline derivative ZW31 (compound 14)",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",,277.15,"30% 1,2-propanediol, 10% glycerol and 50 mM Na/K phosphate pH 7.2",2.51,51.04,7.2,297,"VAPOR DIFFUSION, HANGING DROP","{'1,2-propanoli': '30%', 'glycerol': '10%', 'Na/K phosphate': '50 mM'}","{
  ""pH"": 7.2,
  ""temperature"": 297,
  ""reagents"": {
    ""1,2-propanoli"": ""30%"",
    ""glycerol"": ""10%"",
    ""Na/K phosphate"": ""50 mM""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
"
6I5K,6I5K,"Crystal structure of CLK1 in complexed with furo[3,2-b]pyridine compound VN345 (derivative of compound 12h)",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.5,277.0,"24-28% 1,2-propanediol, 5% glycerol, 0.1M sodium/potassium phosphate",2.58,52.4,7,280,HANGING DROP,"{'1,2-propanoli': '24-28%', 'glycerol': '5%', 'sodium/potassium phosphate': '0.1M'}","{
  ""pH"": 7,
  ""temperature"": 280,
  ""reagents"": {
    ""1,2-propanoli"": ""24-28%"",
    ""glycerol"": ""5%"",
    ""sodium/potassium phosphate"": ""0.1M""
  },
  ""method"": ""HANGING DROP""
}
  			  											  "
6I5L,6I5L,"Crystal structure of CLK1 in complexed with furo[3,2-b]pyridine compound VN316 (derivative of compound 12h)",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, SITTING DROP",7.5,277.0,"24-28% 1,2-propanediol, 5% glycerol, 0.1M sodium/potassium phosphate",2.58,52.26,7,280,"VAPOR DIFFUSION, HANGING DROP","{'1,2-propanol': '24-28%', 'glycerol': '5%', 'sodium/potassium phosphate': '0.1M'}","{
  ""pH"": 7,
  ""temperature"": 280,
  ""reagents"": {
    ""1,2-propanol"": ""24-28%"",
    ""glycerol"": ""5%"",
    ""sodium/potassium phosphate"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
									    						"
3T54,3T54,Crystal structure of the catalytic domain of human diphosphoinositol pentakisphosphate kinase 2 (PPIP5K2) in complex with ATP and Cadmium,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,277.0,"12% (w/v) PEG 3350, 20 mM MgCl2, 0.1 M HEPES, 1 mM ATP, 2 mM CdCl2, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",2.71,54.55,7.0,277,"VAPOR DIFFUSION, HANGING DROP","{'PEG 3350': '12% (w/v)', 'MgCl2': '20 mM', 'HEPES': '0.1 M', 'ATP': '1 mM', 'CdCl2': '2 mM'}","{
  ""pH"": 7.0,
  ""temperature"": 277,
  ""reagents"": {
    ""PEG 3350"": ""12% (w/v)"",
    ""MgCl2"": ""20 mM"",
    ""HEPES"": ""0.1 M"",
    ""ATP"": ""1 mM"",
    ""CdCl2"": ""2 mM""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  "
4YFI,4YFI,TNNI3K complexed with inhibitor 1,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,277.0,"0.3 M NaK tartrate, 0.1M HEPES pH7",2.86,57.04,7,0,HANGING DROP,"{'NaK tartrate': '0.3M', 'HEPES': '0.1M'}","{
  ""pH"": 7,
  ""temperature"": 0,
  ""reagents"": {
    ""NaK tartrate"": ""0.3M"",
    ""HEPES"": ""0.1M""
  },
  ""method"": ""HANGING DROP""
}
  		   													"
6B5J,6B5J,"TNNI3K complexed with a 4,6-diaminopyrimidine",X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,283.0,"15% tascimate, 0.1M Hepes pH 7, 2% PEG3350",3.06,59.84,7,280,HANGING DROP,"{'tascimate': '15%', 'HEPES': '0.1M', 'PEG3350': '2%'}","{
  ""pH"": 7,
  ""temperature"": 280,
  ""reagents"": {
    ""tascimate"": ""15%"",
    ""HEPES"": ""0.1M"",
    ""PEG3350"": ""2%""
  },
  ""method"": ""HANGING DROP""
}
  "
7SZR,7SZR,NIK bound to inhibitor G02792917,X-RAY DIFFRACTION,1.0,VAPOR DIFFUSION,6.2,277.0,"100 mM sodium citrate tribasic dihydrate
(pH 6.2), 0.5 M ammonium sulfate, 0.9 M
lithium sulfate",3.33,63.11,6.2,280,HANGING DROP,"{'sodium citrate tribasic dihydrate': '100 mM', 'ammonium sulfate': '0.5 M', 'lithium sulfate': '0.9 M'}","{
  ""pH"": 6.2,
  ""temperature"": 280,
  ""reagents"": {
    ""sodium citrate tribasic dihydrate"": ""100 mM"",
    ""ammonium sulfate"": ""0.5 M"",
    ""lithium sulfate"": ""0.9 M""
  },
  ""method"": ""HANGING DROP""
}
              						"
1Y3H,1Y3H,Crystal Structure of Inorganic Polyphosphate/ATP-NAD kinase from Mycobacterium tuberculosis,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.0,293.0,"PEG 4000, Sodium 2-morpholinoethanesulfonic acid, pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 293.0K",3.0,62.0,6.0,293.0,"VAPOR DIFFUSION, HANGING DROP","{'PEG 4000': '100% (w/v)', 'Sodium 2-morpholinoethanesulfonic acid': '100 mM'}","{
  ""pH"": 6.0,
  ""temperature"": 293.0,
  ""reagents"": {
    ""PEG4000"": ""100% (w/v)"",
    ""Sodium 2-morpholinoethanesulfonic acid"": ""100 mM""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
2F3T,2F3T,Crystal Structure Of E.coli Guanylate Kinase In Complex With Ganciclovir monophosphate,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",7.0,292.0,"13% (w/v) PEG 3350, 80 mM Hepes, 100 mM sodium cacodylate and 20 mM betaine, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 292K",2.79,55.93,7.0,292,"Vapor Diffusion, Hanging Drop",null,"{
  ""pH"": 7.0,
  ""temperature"": 292,
  ""method"": ""Vapor Diffusion, Hanging Drop""
}
																			"
3CGY,3CGY,Crystal Structure of Salmonella Sensor Kinase PhoQ catalytic domain in complex with radicicol,X-RAY DIFFRACTION,1.0,"VAPOR DIFFUSION, HANGING DROP",6.5,298.0,"27.5% PEG 4000, 0.1M MOPS, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",2.02,38.97,6.5,298,"VAPOR DIFFUSION, HANGING DROP","{'PEG 4000': '27.5%', 'MOPS': '0.1M'}","{
  ""pH"": 6.5,
  ""temperature"": 298,
  ""reagents"": {
    ""PEG 4000"": ""27.5%"",
    ""MOPS"": ""0.1M""
  },
  ""method"": ""VAPOR DIFFUSION, HANGING DROP""
}
  																		"
4BIV,4BIV,Crystal structure of CpxAHDC (trigonal form),X-RAY DIFFRACTION,,,,,,6.04,79.65,null,null,null,null,null
